,Score,Sentiment
13834,4,we are tanning  check us out on youtube!! same name as our account
13835,0,I just wanna you here by my side 
13836,4,"teehee! that was fun.  it's what i wrote and it got big on the screen...and look at mah pretty face! omg, twitter knows i'm like awesome! "
13837,4,Hum Heat Stroke Has Basically Gone Now 
13838,0,"Was just told my whit blood cell count is high, no fever so ruled out infection.... So now they don't know why, and the drama continues "
13839,4,@valagnew yeah! Lets write it up now lol 
13840,4,Country Club: blah then home for Some much needed sleep and hopefully lake tomorrow for the family   reunion 
13841,0,"@dwell - Why are pre-fabricated homes so expensive? It should be cheaper than Stick Built but not the case. In SF, even more expensive "
13842,0,"@Wick0r Oh, das doof!  Aber guck' mal da: Jens Lekman at The Echo in Echo Park, CA: http://tinyurl.com/qpy3ra (via @Under_Radar_Mag)"
13843,4,"So I've been up all day lol. Doing well if I do say so!  got a new hair do guys, got my old style back, Love it!! How u guys been2day?"
13844,4,Last day of school - enough said! 
13845,4,Just got to ballet. Haven't watched emily is in soooo long. She is only ever graceful on the dance floor. 
13846,4,@KatMcGraw Thank you 
13847,4,Hanging out with my bestest friends in the world!!!!!!!!!!!!! 
13848,4,"@rayafahreza i know several dingy japanese bars, one is where the waitress wearing french maid dress.  )"
13849,4,@ChelseaCK breathe in... and out... 
13850,0,"blah. i hate back spasms, my bad knee hurting, and my foot i fractured during softball hurting  at one time too "
13851,0,ughhhh!!! BOOOOO for morning classes!!! 
13852,4,ok sweet people are tallking to me 
13853,4,"@tinja69 lol fine, I go for her too "
13854,0,"@MikeyMcFly man, busy day of fun. now just winding down. doing as much as i can to avoid thinking about my PC problem. "
13855,4,its a soup and crackers type of day 
13856,4,"Just woke up; woo hoo, only 14 more minutes to RAWW "
13857,4,"@Viking1959 Good deal, didn't know if I was late, but figured I'd give my $.02 "
13858,4,@suzannescrepes section of our website for June and on our blog. I will send you the links tomorrow. 
13859,0,Stuck at work. I can't get a ride. 
13860,4,@jedmadela wow! bold and curve?! nice.. 
13861,4,@thelongmile I'm afraid you need to jump into the &lt;div&gt; world and fix it. margin -120px is quite scary 
13862,4,@kimberlyfaye how true  hope you can move on soon and not let it ruin your day!
13863,4,@crazylabel Got my windy pops and bubblefun yesterday - many thanks Andy 
13864,4,"@Dee_pntx What a beautiful couple, you must be very proud "
13865,0,@kdhoney1 yeah where is everyone tonight and I was looking for advice and everything   #babywearing
13866,0,Feels bad she hasn't gone to rookie camp yet 
13867,4,Getting home from a nice quiet evening with great friends! 
13868,0,Drove through the end of the rainbow tonight. It was seriously weird but I didn't see Jesus like I expected...bummer 
13869,0,The high today in Charleston is 101 and the heat index is 120 
13870,4,listening to my little sister attempt to talk. lol she is so cute 
13871,0,@truebird That blows. I'm sorry.  Hope you end up getting some good sleep tonight.
13872,4,"&quot;i'd rather fight with you than sleep with anyone else&quot;  awwhhh, really? =P good movie, off to take a short power nap."
13873,4,@om all panels must be 140 words or less 
13874,4,@manomission with a passion!! 
13875,0,puked  by far the worse yet. i think my tummy came up! wtf!
13876,0,@stonernation Wait I posted my post 7 minutes ago during the first.. does it make it invalid? You just announced it 27 minutes ago 
13877,0,@kylietothemoon did they really sing Suicide Sunday? 
13878,4,@fartingpen awesome DP ! 
13879,4,@lina_luka yeah Dylan was cool too and Steve was weird  I'm writing the lyrics of &quot;unwell&quot; on my right foot...
13880,4,wally world run 
13881,4, what's that about?
13882,0,is questioning his position in life now. It has to be better than this. It's got to be. But right now nothing I do seems right. 
13883,4,"ahhhhhhh... man, i need some. lol sike naw. going to bedd now! "
13884,0,RIP David Eddings 
13885,4,"@coyotetoo Ahh, that explains it. It was either that, or Latino "
13886,4,"Oh man, i've been dying to do that for hours now. "
13887,4,Had fun last night! Bought some goodies and lookin forward to their delivery! Survived my little challenge too.. so proud of myself! 
13888,0,Just woke up and feels so damn lazy  time to work out damnit!
13889,0,Work Soon   Need To Get Ready Now! Cant Wait To See Timothy Tomoro  xx
13890,4,"@megatronnn Drinking alone after working til 10 PM can be relaxing, or made better by adding one fun person to laugh with.  "
13891,4,My Sims 3 is now ready for packaging and should be here tomorrow! A day before UK release 
13892,4,@IvaIn2010 Aww!!! How sweet! I know you'll do great 
13893,4,@shiggser I don't know why but whenever I see your name I have an urge to yell &quot;Shigg for the win!&quot; @destini41 style. Damn @bigpurplepod 
13894,0,"Why, when you go on vacation...is there a sudden &quot;oh, I don't have anything to wear&quot; shopping spree? "
13895,0,"Grr, forgot I was wearing sunglasses, so they so fell off when I took my helmet off. Chipped the lens and took paint off. "
13896,0,Can't sleep again. Wishing I was in san antonio. My friends need me. 
13897,4,@jill777 morning! i just sent you an email 
13898,0,@RachelLock22 I hope so 
13899,0,Bored at my dads. 
13900,4,Updated my art blog with my painting &quot;Two of a Kind&quot; featuring red Chucks. Stop by and let me know what you think   http://digg.com/u12IzG
13901,0,basically i missed the talk     but managed 2 cover the test area 4 philosophy! i still have 2 revise though coz i still didn't memorize
13902,4,@SashayShaunte   Thank you
13903,0,missed palm springs soo much!! that was the BEST group of people!! 
13904,4,it's SERIOUSLY POURING!! i love the rain 
13905,0,@NKOTB OMG I just saw the weather 4 Thurs. It's gonna rain  Whats  with u guys and rain lol  guess I'll have the wet look 4 M&amp;G lol
13906,4,@twimom317 pretty tired as well but so worth it 
13907,4,"@teh_r0x0rz ty, your efforts are appreciated "
13908,0,@purplecrayon84 im sorry  it ended up being a rough night... also my phone no longer works.
13909,4,"@denyseduhaime You rock, sister!!! "
13910,4,itunes back &amp; running: No Doubt jam fest in preparation for tomorrow's show 
13911,0,my frog cheeto has passed away. not a false alarm this time 
13912,4,R Dogs did great @ the show today. They had an Xtra special dinner. Truth is even if they hadn't won they'd still get spoiled! Luv them 
13913,0,@missthang11408  i love you even though you dont love me 
13914,0,http://bit.ly/EkZbc  Cowboy Bebop writer interview Seems Keanu is still in 
13915,4,@lindseeeykillaa Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
13916,0,is going home... I've seriously had enough 
13917,4,I'm eating ice cream right now. YUM! 
13918,4,@PleaseSeeUs I'll have to take a look. I just finished a MSF course and I'm itching to start riding 
13919,0,OH!  I'll email it to you
13920,4,high tea and shoppo 
13921,4,@Boutiquing LOL! Good Night 
13922,0,In starbucks. Damn the wifi doesn't work. 
13923,0,"Home from school, possibly had the least productive day ever...but now I have to write a psychology essay "
13924,4,Is going to Carinas to sunbath in her Garden 
13925,0,its sad to think that a kid sumwhere won't even consider a career in music.bcuz he was nvr exposed to an instrument. 
13926,0,"Last fortnights car mileage, 200, last fortnights bike mileage, nil, last fortnights run mileage, ~10.   Sad state of affairs "
13927,0,just woke up...fabubously perfect day yesterday...sadly working on an essay for tomorrow 
13928,0,is not too happy about tossing and turning two nights in a row. 
13929,4,Tried my old Canon Photoshot A70 yet again but it is dead  Think I might need a new camera... Oh look... birthday's coming! 
13930,4,@cellcom_052 You really need to upload a picture and fill in your bio and URL if you want people to believe you're for real 
13931,0,@nickjonas my Dad was meant to take me and my sister to that show! but something bad happend in my family  have great show in it Nick! 
13932,4,"im going to be really english and talk about the weather, its absolutely pissing it down here. i like it when its like this "
13933,4,@BitePhotography my scottish bestfriend 
13934,0,"LMAO @ khanish. &quot;That girl is brainless, how is she mad at u again??&quot; Lmaoo. Idk  I just be chillen!!!"
13935,4,"OMJ, ur pics are awesome  hope we'll see sonn in Poland "
13936,0,"@listfull Cake was just OK. Chinese yellow/coffee cake. Five levels, tho! Forgot to take pic b4 it was too late, sorry "
13937,4,@ramyakannan i aint fightin nobody  n ur absolutely right ramya.thnx.lol.im bein an obnoxious lil twit
13938,4,loves that it was so easy to find a starbucks in virginia! 
13939,4,eight hours until the mtv movies awards. so psyched for the new moon trailer. 
13940,4,has no homeowork today  yay!! relaxing
13941,0,i missed peter doherty in stoke  bad times
13942,4,@elduderino78 I'm guessing no talent == easy. No flighting == harder. 
13943,4,"@mattjwillis Matt,have you ever been to Hungary?  hahaah  ly xo"
13944,4,@bethanyvarrone i love him 
13945,0,&quot;It's only forever  Not long at all Lost and lonely That's underground&quot; Catchy tune. Can't get it out of my head 
13946,0,"It's such a nice day, I would sit outside to work - but the winter destroyed the parasol in the garden.  "
13947,0,@xxsachixx Hmmmm... I might not buy it... 
13948,0,@slmar Can you still chat? Internet is down here - only have iPhone! 
13949,4,Makin $$$. Just got to work. 
13950,0,Looks like iPhone 3.0 won't be hitting our GMT shores till later today  #OS 3
13951,4,The Monkees â I Wanna Be Free âââââââ good morning Cecilia  @rjmarmol â« http://blip.fm/~7rfq0
13952,4,Awesome!!!  | Google Wave coming later this year - http://wave.google.com/ (via @DuoBlogger)
13953,0,"@Ree_ree0123 they wont read the texts now  they be getting ready for FIL &lt;3 btw, are you on msn? cause iloveim isnt showing you   xx"
13954,4,@AudreyHix careful with that stuff!  it's not good for u I suspect!  looking forward to your visit soon! Say hi to Randy 4 me! 
13955,4,"@SumKindaWndrful Thank you for FF ups and for the ingenious head wrap instructional. When the curious inquire, now I can video-spond "
13956,0,happy fathers day! i feel bad cuz i didnt know what he wanted so im just takin him to a softball game. i didnt get him a real gift. 
13957,0,@paulloveless yeah and a dirty intelligence service but it's the only thing I can do for now 
13958,4,@TheFamulus Now *that* is a leading question! Would there be any point in me asking what the entertainment was? 
13959,4,Duh  hahah and its not hard to find out sitting next to him... Ha but does your have horrid writing?
13960,0,Fixing my layout. 
13961,4,@parlai LMAO! I find it scary those tongues hanging out. But no I'm more  afan of NRl not Rugby Union 
13962,0,@Betsy103 lmfao! I miss his fierceness 
13963,4,@Ainslee6S sweet-good shit! I was about to head back down to Chicago...but I prob wont go until tomorrow! Have a good show!! 
13964,0,shipwrecked tweets are now officially over.  LOVED the series though &lt;3!
13965,0,@zachyd Lulz. I do not smoke da bud. Been sick for two weeks. I think I have bronchitis 
13966,0,@shesstrych9 omg me too  i was just thinking that. im about to watch movies and theres no one to cuddle w/. booooo.
13967,0,"@3LL3N nothing. i just wrote it, cos i was hoping someone would be like &quot;oh you excited about.....&quot; but no   nothing"
13968,0,Or the universe 
13969,4,had 600+ trojens ther all gone now  bloody malaysians they were and i got ther IP adresses to so they r not going to get far mwhahahaha
13970,4,http://twitpic.com/6tbvj - awesome sundaes to watch wsx with. 
13971,0,"Awwwe this guy found someones dog in his pool dead, he's walking around trying to find the owner "
13972,4,Happy Mother's day! Going swimming in the bay. It is still a training day. 
13973,4,@1capplegate Ubertwitter is great its fast and is way better than Twitterberry 
13974,4,@leekingx3 Hope you have a better day  X
13975,0,Been CRYING   i need chocolate and ice-cream
13976,4,@derryo Nope - not giving it away. Although as a lot of us watched it on ITV an hour earlier we all know what you don't lol 
13977,4,"You are ALL just so amazing! There's something bout being connected thro Twitter that's very unique. I feel it, do you? Hugs to ALL! "
13978,0,Why do I always have to open so many tabs in firefox?! 
13979,0,What do I use for sunburns?!?! 
